"Instituto Nacional de Estadística y Geografía",
"Consulta en línea de los precios promedio del INPC ",
"Publicados en el diario oficial de la Federación mensualmente ",
"Fecha de consulta: 06/01/2021 22:10:46",

"Año","Mes","Fecha_Pub_DOF","Clave ciudad","Nombre ciudad","División","Grupo","Clase","Subclase","Clave generico","Generico","Consecutivo","Especificación","Precio promedio","Cantidad","Unidad","Estatus"
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 01 Tortillas y derivados del maíz","004","Maíz","001","OVARB, POZOLERO, TITI, S/CABEZA, BOLSA DE 1 KG","30.5","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 01 Tortillas y derivados del maíz","004","Maíz","002","LA MERCED, PALOMERO, BOLSA DE 500 GR","25","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","005","Pan dulce","001","CONCHA, POR PZA","5","1","PZA",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","005","Pan dulce","002","CONCHA, POR PZA","5","1","PZA",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","005","Pan dulce","003","CONCHA, POR PZA","7","1","PZA",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","006","Pan blanco","001","BOLILLO, POR PZA","2","1","PZA",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","006","Pan blanco","002","TELERA, POR PZA","1.5","1","PZA",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","006","Pan blanco","003","TELERA, POR PZA","2","1","PZA",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","001","BIMBO, BLANCO, BOLSA DE 640 GR","40","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","007","Pan de caja","002","WONDER, INTEGRAL, 100%, BOLSA DE 567 GR","60.63","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","008","Pasteles, pastelillos y pan dulce empaquetado","001","MARINELA, PASTELILLOS, GANSITO, PZA DE 50 GR","179","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","008","Pasteles, pastelillos y pan dulce empaquetado","002","TIA ROSA, PAN DULCE, MANTECADAS, BOLSA DE 105 GR","114.29","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","009","Pastelillos y pasteles a granel","001","PASTEL, AMERICANO, A GRANEL","90","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 02 Pan","009","Pastelillos y pasteles a granel","002","PASTEL, DE TRES LECHES, A GRANEL","79","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 03 Galletas, pastas y harinas de trigo","010","Galletas","001","GAMESA, SALADAS, SALADITAS, CAJA DE 540 GR","64.63","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 03 Galletas, pastas y harinas de trigo","010","Galletas","002","GAMESA, SALADAS, CRACKETS, PAQ DE 135 GR","81.48","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 03 Galletas, pastas y harinas de trigo","010","Galletas","003","GAPSA, DULCES, SURTIDO BRINDIS, CAJA DE 750 GR","52.4","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 03 Galletas, pastas y harinas de trigo","010","Galletas","004","GAMESA, DULCES, DORADAS, PAQ DE 224 GR","66.96","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 03 Galletas, pastas y harinas de trigo","011","Pasta para sopa","001","LA MODERNA, ALMEJA, BOLSA DE 220 GR","28.64","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 03 Galletas, pastas y harinas de trigo","011","Pasta para sopa","002","LA MODERNA, BOLSA DE 200 GR","25","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 03 Galletas, pastas y harinas de trigo","012","Tortillas de harina de trigo","001","DEL HOGAR, BOLSA DE 260 GR","38.46","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 03 Galletas, pastas y harinas de trigo","012","Tortillas de harina de trigo","002","LA JALISCIENSE, BOLSA DE 360 GR","35.03","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 03 Galletas, pastas y harinas de trigo","013","Harinas de trigo","001","TRES ESTRELLAS, P/HOT CAKES, PAQ DE 500 GR","54","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 03 Galletas, pastas y harinas de trigo","013","Harinas de trigo","002","SELECTA, DE TRIGO, EXTRA FINA, PAQ DE 1 KG","10.88","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 04 Arroz y cereales preparados","014","Cereales en hojuelas","001","KELLOGG´S, CEREAL DE ARROZ, CHOCO KRISPIS, CAJA DE 90 GR","166.67","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 04 Arroz y cereales preparados","014","Cereales en hojuelas","002","NESTLE, CEREAL DE MAIZ, CORN FLAKES, CAJA DE 560 GR","72.86","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 04 Arroz y cereales preparados","014","Cereales en hojuelas","003","QUAKER, CEREAL MIXTO, 3 MINUTOS, BOTE DE 375 GR","46.67","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 04 Arroz y cereales preparados","015","Arroz","001","MORELOS, ENTERO, BOLSA DE 1 KG","20","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 04 Arroz y cereales preparados","015","Arroz","002","LA MERCED, SUPER EXTRA, BOLSA DE 907 GR","19.98","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.1. Pan, tortillas y cereales"," 04 Arroz y cereales preparados","015","Arroz","003","MORELOS, SUPER EXTRA, BOLSA DE 1 KG","20","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 05 Carne de ave","016","Pollo","001","EN PZAS, PIERNA, A GRANEL","49.5","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 05 Carne de ave","016","Pollo","002","EN PZAS, PECHUGA, C/HUESO, A GRANEL","75.4","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 05 Carne de ave","016","Pollo","003","ENTERO, A GRANEL","39","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 05 Carne de ave","016","Pollo","004","ENTERO, A GRANEL","36.9","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 05 Carne de ave","016","Pollo","005","EN PZAS, PIERNA Y MUSLO, A GRANEL","49.5","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 05 Carne de ave","016","Pollo","006","ENTERO, A GRANEL","43.75","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 06 Carne y vísceras de cerdo","017","Carne de cerdo","001","PULPA, MILANESA, A GRANEL","75","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 06 Carne y vísceras de cerdo","017","Carne de cerdo","002","PULPA, MOLIDA, ESPECIAL, A GRANEL","107.5","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 06 Carne y vísceras de cerdo","017","Carne de cerdo","003","CHULETA, NATURAL, A GRANEL","80","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 06 Carne y vísceras de cerdo","017","Carne de cerdo","004","CHULETA, NATURAL, ENTRECOT, A GRANEL","89.9","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 06 Carne y vísceras de cerdo","017","Carne de cerdo","005","MANTECA, A GRANEL","21.5","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 06 Carne y vísceras de cerdo","017","Carne de cerdo","006","LOMO, TROZO, A GRANEL","95.5","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 06 Carne y vísceras de cerdo","017","Carne de cerdo","007","LOMO, TROZO, A GRANEL","107.5","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 06 Carne y vísceras de cerdo","017","Carne de cerdo","008","PIERNA, PERNIL, S/HUESO, A GRANEL","90","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 06 Carne y vísceras de cerdo","017","Carne de cerdo","009","PIERNA, TROZO, S/HUESO, A GRANEL","90","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","001","BISTEC, BOLA, A GRANEL","139.75","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","002","BISTEC, AGUAYON, A GRANEL","127.5","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","003","BISTEC, BOLA, A GRANEL","120","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","004","MOLIDA, ESPECIAL, DE SIRLOIN, A GRANEL","120","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","005","MOLIDA, ESPECIAL DE AGUAYON, A GRANEL","145","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","006","CHULETA, A GRANEL","171","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","007","COSTILLA, NATURAL, A GRANEL","120","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","008","RETAZO, C/HUESO, A GRANEL","95","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","009","RETAZO, C/HUESO, A GRANEL","90","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","010","CORTES ESPECIALES, FILETE, A GRANEL","153.75","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","011","BISTEC, BOLA, A GRANEL","127.5","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","012","CORTES ESPECIALES, T-BONE, A GRANEL","174","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","013","CORTES ESPECIALES, T-BONE, A GRANEL","142.9","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","014","BISTEC, BOLA, A GRANEL","127.9","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","015","MOLIDA, ESPECIAL, A GRANEL","120","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","016","COSTILLA, NATURAL, A GRANEL","127.9","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","018","Carne de res","017","RETAZO, C/HUESO, A GRANEL","90","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","019","Vísceras de res","001","CORAZON, A GRANEL","50","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","019","Vísceras de res","002","HIGADO CONGELADO, A GRANEL","38","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","019","Vísceras de res","003","O/VISCERAS, MENUDO, CRUDO A GRANEL","70","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 07 Carne y vísceras de res","019","Vísceras de res","004","LENGUA, A GRANEL","160","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","020","Chorizo","001","FUD, DE PAVO, PAQ DE 200 GR","124.63","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","020","Chorizo","002","SAN LORENZO, DE CERDO, A GRANEL","72","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","021","Jamón","001","ZWAN, MIXTO, VIRGINIA, A GRANEL","100.5","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","021","Jamón","002","FUD, MIXTO, AMERICANO, A GRANEL","80","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","021","Jamón","003","CARNELI, DE PAVO, NATURAL, A GRANEL","121.3","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","022","Salchichas","001","VIVA, MIXTA, TIPO VIENA, A GRANEL","40","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","022","Salchichas","002","FUD, DE CERDO, TIPO VIENA, PAQ  DE 266 GR","86.47","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","023","Carnes secas y otros embutidos","001","CARNEX, O/EMBUTIDOS, CHULETA AHUMADA, A GRANEL","86.9","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","023","Carnes secas y otros embutidos","002","DUBY, PASTEL DE POLLO, CON PIMIENTO A GRANEL","60","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","023","Carnes secas y otros embutidos","003","FUD, O/EMBUTIDOS, QUESO DE PUERCO, A GRANEL","136","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","023","Carnes secas y otros embutidos","004","CECINA, DE RES A GRANEL","150","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","023","Carnes secas y otros embutidos","005","CECINA, DE RES, A GRANEL","192","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","024","Tocino","001","BAFAR, DE CERDO, PAQ DE 250 GR","209","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.2. Carnes"," 08 Carnes frías, secas y embutidos","024","Tocino","002","LA MONTAÑESA, DE CERDO, A GRANEL","120","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","025","Pescado","001","FILETE, CAZON, DEL GOLFO, A GRANEL","159","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","025","Pescado","002","FILETE, CAZON, A GRANEL","155","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","025","Pescado","003","ENTERO, MOJARRA TILAPIA, A GRANEL","57.25","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","025","Pescado","004","ENTERO, MOJARRA TILAPIA, A GRANEL","56","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","025","Pescado","005","TROZO, REBANADAS, HUACHINANGO, A GRANEL","235","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","025","Pescado","006","FILETE, HUACHINANGO, DEL GOLFO, REBANADO, A GRANEL","210","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","025","Pescado","007","ENTERO, HUACHINANGO DEL GOLFO, A GRANEL","144","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","025","Pescado","008","FILETE, DE TILAPIA, A GRANEL","93.5","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","026","Camarón","001","CRUDO, MEDIANO, C/CABEZA, A GRANEL","165","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","026","Camarón","002","CRUDO, CHICO, C/CABEZA, A GRANEL","180","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","027","Otros mariscos","001","PULPO, A GRANEL","228","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 09 Pescados y mariscos","027","Otros mariscos","002","OSTION, MEDIANO, BOLSA, C/800 PZAS","138.75","1","KG",""
"2018","04","21/05/2018 12:00:00 a. m.","33","Tulancingo, Hgo."," 1. Alimentos, bebidas y tabaco"," 1.1. Alimentos"," 1.1.3. Pescados y mariscos"," 10 Pescados y mariscos en conserva","028","Atún y sardina en lata","001","GUAYMEX, SARDINA, EN SALSA DE TOMATE, LATA DE 425 GR","49.03","1","KG",""
